"Node.A","Node.B"
"JMJD7-PLA2G4B","NXF1"
"JMJD7-PLA2G4B","PAX8"
"JMJD7-PLA2G4B","PGF"
"JMJD7-PLA2G4B","PLD2"
"JMJD7-PLA2G4B","PPM1D"
"JMJD7-PLA2G4B","PPP2R5E"
"JMJD7-PLA2G4B","PPP3R1"
"JMJD7-PLA2G4B","PSD4"
"JMJD7-PLA2G4B","PTK2B"
"JMJD7-PLA2G4B","RAB11FIP3"
"JMJD7-PLA2G4B","RALB"
"JMJD7-PLA2G4B","RIOK2"
"JMJD7-PLA2G4B","RXRB"
"JMJD7-PLA2G4B","SH3GLB2"
"JMJD7-PLA2G4B","STAT2"
"JMJD7-PLA2G4B","STRADA"
"JMJD7-PLA2G4B","SYMPK"
"JMJD7-PLA2G4B","TGFB3"
"JMJD7-PLA2G4B","TJAP1"
"JMJD7-PLA2G4B","TLN1"
"JMJD7-PLA2G4B","TRAF5"
"JMJD7-PLA2G4B","TWISTNB"
"JMJD7-PLA2G4B","UBE2D4"
"JMJD7-PLA2G4B","UBE2K"
"JMJD7-PLA2G4B","UBE2Z"
"JMJD7-PLA2G4B","ULK3"
"JMJD7-PLA2G4B","VHL"
"JMJD7-PLA2G4B","VPS35"
"JMJD7-PLA2G4B","WNT6"
"JMJD7-PLA2G4B","ZFYVE27"
"JMJD7-PLA2G4B","ZMAT3"
"JUN","SOCS3"
"JUND","LAMP1"
"JUND","MAP2K3"
"JUND","MAP3K11"
"JUND","MCL1"
"JUND","MGRN1"
"JUND","MSN"
"JUND","MTMR3"
"JUND","MYH9"
"JUND","NCOR2"
"JUND","NXT1"
"JUND","PIP5K1C"
"JUND","POLR1D"
"JUND","POLR2A"
"JUND","POLR2K"
"JUND","PSTK"
"JUND","SH3GL1"
"JUND","SPTAN1"
"JUND","SSBP1"
"JUND","SSH1"
"JUND","TNFRSF1A"
"JUND","WAS"
"JUND","WASF2"
"JUND","WIPF2"
"JUND","ZYX"
"KAT2A","LAMP2"
"KAT2A","MDN1"
"KAT2A","MVK"
"KAT2A","PPP2R5E"
"KAT2A","SH3GLB2"
"KAT2A","STK36"
"KAT2A","STRADA"
"KAT2A","STX12"
"KAT2A","SYMPK"
"KAT2A","TJAP1"
"KAT2A","TYK2"
"KAT2A","ZFYVE27"
"KDR","LAMB1"
"KDR","TJP1"
"KIF5B","MAP3K2"
"KIF5B","PPP2CB"
"KIF5B","RAB11FIP2"
"KIF5B","WWP1"
"KITLG","LEPR"
"KITLG","LPAR1"
"KITLG","MYLK"
"KITLG","NCKAP1"
"KITLG","PARVA"
"KITLG","PDGFC"
"KITLG","PTPRB"
"KITLG","SDC2"
"KITLG","SNAI2"
"KITLG","SOCS2"
"KITLG","TJP1"
"KLHL9","NCKAP1L"
"KLHL9","UBE2I"
"KLK3","LMO7"
"KLK3","M6PR"
"KLK3","MAP2K3"
"KLK3","MPHOSPH10"
"KLK3","MVK"
"KLK3","PAX8"
"KLK3","PPP2R5E"
"KLK3","PSENEN"
"KLK3","RPA2"
"KLK3","UBE2Z"
"KLK3","WNT6"
"LAMA2","LAMB1"
"LAMA2","PDGFC"
"LAMA2","PDGFRA"
"LAMA2","SNAI2"
"LAMA4","LAMB1"
"LAMA4","MMP2"
"LAMA4","NCKAP1"
"LAMA4","PARVA"
"LAMA4","PDGFRA"
"LAMA4","PRKG1"
"LAMA4","RAB13"
"LAMA4","SDC2"
"LAMA4","SERPINF1"
"LAMA4","SFRP2"
"LAMA4","SNAI2"
"LAMA4","THBS1"
"LAMA4","THBS2"
"LAMA4","TJP1"
"LAMA4","TNFRSF12A"
"LAMA4","VCAN"
"LAMA4","VEGFC"
"LAMA4","WNT2"
"LAMB1","MECOM"
"LAMB1","MYLK"
"LAMB1","NCKAP1"
"LAMB1","PARVA"
"LAMB1","PDGFC"
"LAMB1","PDGFRA"
"LAMB1","PRKG1"
"LAMB1","PTPRB"
"LAMB1","RALA"
"LAMB1","RHOBTB1"
"LAMB1","RPA2"
"LAMB1","SDC2"
"LAMB1","SNAI2"
"LAMB1","SPG20"
"LAMB1","THBS1"
"LAMB1","TJP1"
"LAMB1","TMEM55B"
"LAMB1","TNFRSF12A"
"LAMB1","TUBA1A"
"LAMB1","VCAN"
"LAMB1","VEGFC"
"LAMB1","YES1"
"LAMB2","LAMC1"
"LAMB2","LMNA"
"LAMB2","MMP2"
"LAMB2","MRC2"
"LAMB2","MYL9"
"LAMB2","NBL1"
"LAMB2","NOTCH3"
"LAMB2","OSMR"
"LAMB2","PDGFRB"
"LAMB2","SERPINF1"
"LAMB2","SHC1"
"LAMB2","THBS2"
"LAMC1","MMP2"
"LAMC1","NBL1"
"LAMC1","NOTCH3"
"LAMC1","PDGFRB"
"LAMC1","THBS2"
"LAMC1","VCAN"
"LAMP1","MAD2L1"
"LAMP1","MAP3K3"
"LAMP1","MAX"
"LAMP1","MRAS"
"LAMP1","NARS2"
"LAMP1","NCOR2"
"LAMP1","NHP2"
"LAMP1","NOTCH2"
"LAMP1","NXT1"
"LAMP1","PDGFRB"
"LAMP1","PPARD"
"LAMP1","NECTIN2"
"LAMP1","PXN"
"LAMP1","RALGDS"
"LAMP1","RAN"
"LAMP1","RBX1"
"LAMP1","RNF7"
"LAMP1","RPA3"
"LAMP1","RXRA"
"LAMP1","SDC3"
"LAMP1","SELPLG"
"LAMP1","SSH1"
"LAMP1","TNFRSF1A"
"LAMP1","UBE2N"
"LAMP1","VPS37C"
"LAMP2","MITF"
"LAMP2","NCK1"
"LAMP2","PDGFC"
"LAMP2","POLD2"
"LAMP2","PSEN1"
"LAMP2","PWP2"
"LAMP2","SAE1"
"LAMP2","SNAI2"
"LAMP2","SOCS6"
"LAMP2","SOS2"
"LAMP2","SPG20"
"LAMP2","STX12"
"LAMP2","SYVN1"
"LAMP2","TLR4"
"LAMP2","TNFSF13B"
"LAMP2","UBE2D1"
"LAMP2","UBE2I"
"LAMP2","VPS37A"
"LAMP2","ZFYVE16"
"LAT","LCK"
"LAT","LDLRAP1"
"LAT","P2RY13"
"LAT","PPP2R2B"
"LAT","PRKCH"
"LAT","PRKCQ"
"LAT","SELPLG"
"LAT","SLC25A4"
"LAT","STAT1"
"LAT","STAT4"
"LAT","TCF7"
"LAT","TIAM1"
"LAT","TNFRSF14"
"LAT","TNFRSF25"
"LAT","TNFRSF4"
"LAT","ZAP70"
"LDLRAP1","SELPLG"
"LDLRAP1","TCF7"
"LEPR","PTPRB"
"LEPR","TJP1"
"LIFR","LPAR1"
"LIFR","NPY1R"
"LIFR","TJP1"
"LIFR","VCAM1"
"LIMK2","SOD2"
"LMNA","MMP2"
"LMNA","OSMR"
"LMNA","PDGFRB"
"LMNA","RAB13"
"LMNA","RXRA"
"LMNA","SERPINF1"
"LMNB2","LPAR6"
"LMNB2","LY96"
"LMNB2","MAP2K2"
"LMNB2","MCM2"
"LMNB2","MCM3"
"LMNB2","MCM5"
"LMNB2","MCM7"
"LMNB2","NAT10"
"LMNB2","NCK1"
"LMNB2","PARP1"
"LMNB2","PKMYT1"
"LMNB2","PLK1"
"LMNB2","POLD1"
"LMNB2","POLD2"
"LMNB2","POLR2A"
"LMNB2","POLR2E"
"LMNB2","PPP2R1A"
"LMNB2","PRPF19"
"LMNB2","PWP2"
"LMNB2","RAB8A"
"LMNB2","SAE1"
"LMNB2","SRF"
"LMNB2","STK11"
"LMNB2","TBL3"
"LMNB2","TCOF1"
"LMNB2","TUBA1B"
"LMNB2","TUBA1C"
"LMNB2","TUBB"
"LMNB2","TUBB3"
"LMNB2","UBA1"
"LMNB2","UBE2I"
"LMNB2","UBE2Q2"
"LMNB2","YWHAG"
"LMO7","M6PR"
"LMO7","MDN1"
"LMO7","MPHOSPH10"
"LMO7","NOS1"
"LMO7","PPP2R5E"
"LMO7","PRKCI"
"LMO7","PSD4"
"LMO7","PSENEN"
"LMO7","RAF1"
"LMO7","RALA"
"LMO7","RALB"
"LMO7","RPA2"
"LMO7","SNX1"
"LMO7","SPG21"
"LMO7","SYMPK"
"LMO7","TLN1"
"LMO7","UBE2D4"
"LMO7","UBE2K"
"LMO7","UBE2R2"
"LMO7","UBE2Z"
"LMO7","VHL"
"LMO7","WNT6"
"LMO7","ZFYVE27"
"LMO7","ZMAT3"
"LPAR1","MYLK"
"LPAR1","OSMR"
"LPAR1","PTPRM"
"LPAR1","RRAS"
"LPAR1","SDC2"
"LPAR1","TJP1"
"LPAR1","VCAM1"
"LPAR1","VEGFC"
"LPAR6","LY96"
"LPAR6","MCM2"
"LPAR6","MCM3"
"LPAR6","MCM4"
"LPAR6","MCM5"
"LPAR6","MCM7"
"LPAR6","NAT10"
"LPAR6","PARP2"
"LPAR6","PDGFC"
"LPAR6","PECAM1"
"LPAR6","PLA2G4A"
"LPAR6","PLCG2"
"LPAR6","POLD2"
"LPAR6","PRPF19"
"LPAR6","PTPN13"
"LPAR6","RAD54L"
"LPAR6","SAE1"
"LPAR6","SNX6"
"LPAR6","SPG20"
"LPAR6","TCF7L2"
"LPAR6","TJP1"
"LPAR6","TNFSF10"
"LPAR6","TNFSF13B"
"LPAR6","WWP1"
"LTA","TNF"
"LTB4R","MAPK8IP3"
"LTB4R","MPHOSPH10"
"LTB4R","MVK"
"LTB4R","NCKAP1L"
"LTB4R","NMD3"
"LTB4R","NXF1"
"LTB4R","PI4KA"
"LTB4R","POLR2K"
"LTB4R","PPM1D"
"LTB4R","PPP1R12C"
"LTB4R","PPP2R5E"
"LTB4R","PRKACA"
"LTB4R","PSD4"
"LTB4R","SH3GLB2"
"LTB4R","STAT2"
"LTB4R","STAT6"
"LTB4R","SYMPK"
"LTB4R","TLN1"
"LTB4R","TYK2"
"LTB4R","UBE2K"
"LTB4R","VHL"
"LTB4R","ZFYVE27"
"LTBR","PARVA"
"LTBR","PDGFRA"
"LTBR","RAB31"
"LTBR","RRAS"
"LTBR","SPG20"
"LTBR","STX12"
"LTBR","TCF7L2"
"LTBR","TNFSF13B"
"LTBR","VAMP3"
"LTBR","VEGFC"
"LY96","MCM3"
"LY96","MTMR6"
"LY96","NAT10"
"LY96","PARP1"
"LY96","PLA2G4A"
"LY96","PLCG2"
"LY96","POLD2"
"LY96","PRPF19"
"LY96","PSEN1"
"LY96","SAE1"
"LY96","SNX6"
"LY96","STX12"
"LY96","SYVN1"
"LY96","TLR4"
"LY96","TNFSF10"
"LY96","TNFSF13B"
"LY96","TUBB"
"LY96","UBE2D1"
"LY96","UBE2F"
"LY96","UBE2W"
"LY96","ZFYVE16"
"M6PR","NCKAP1L"
"M6PR","NCSTN"
"M6PR","PFN1"
"M6PR","PPP2R5E"
"M6PR","PRDX1"
"M6PR","RAB5B"
"M6PR","RAB5C"
"M6PR","RALB"
"M6PR","SNX1"
"M6PR","SPG21"
"M6PR","SPI1"
"M6PR","STAT2"
"M6PR","STAT5A"
"M6PR","UBE2Z"
"MAD2L1","PCNA"
"MAD2L1","RAD51"
"MAD2L1","RALGDS"
"MAD2L1","RAN"
"MAD2L1","RBL1"
"MAD2L1","RBX1"
"MAD2L1","RPA3"
"MAD2L1","STMN1"
"MAD2L1","TCEB1"
"MAD2L1","TTK"
"MAD2L1","UBA2"
"MAP2K1","NCKAP1L"
"MAP2K1","PTK2B"
"MAP2K2","MAP2K7"
"MAP2K2","MAP3K11"
"MAP2K2","MAP4K1"
"MAP2K2","MSN"
"MAP2K2","MYH9"
"MAP2K2","NAT10"
"MAP2K2","NCK1"
"MAP2K2","NCOR2"
"MAP2K2","PARP1"
"MAP2K2","PFN1"
"MAP2K2","PIP4K2B"
"MAP2K2","PIP5K1C"
"MAP2K2","POLR2A"
"MAP2K2","POLR2E"
"MAP2K2","PPP1R12C"
"MAP2K2","PPP2R1A"
"MAP2K2","PPP2R5D"
"MAP2K2","PRKACA"
"MAP2K2","PTK2B"
"MAP2K2","RAB5B"
"MAP2K2","RAB8A"
"MAP2K2","RCHY1"
"MAP2K2","RELA"
"MAP2K2","REXO1"
"MAP2K2","RPS6KA4"
"MAP2K2","SMAP2"
"MAP2K2","SPTAN1"
"MAP2K2","STIM1"
"MAP2K2","STK11"
"MAP2K2","TCOF1"
"MAP2K2","TGFB1"
"MAP2K2","TSC2"
"MAP2K2","TUBB"
"MAP2K2","TUBB3"
"MAP2K2","TYK2"
"MAP2K2","UBA1"
"MAP2K2","UBE2Q2"
"MAP2K2","UBE2W"
"MAP2K2","VPS26A"
"MAP2K2","WAS"
"MAP2K2","ZYX"
"MAP2K3","MAP2K7"
"MAP2K3","MAP4K1"
"MAP2K3","MGRN1"
"MAP2K3","MPHOSPH10"
"MAP2K3","MVK"
"MAP2K3","NCKAP1L"
"MAP2K3","PFN1"
"MAP2K3","PI4KB"
"MAP2K3","PLD2"
"MAP2K3","POLR2A"
"MAP2K3","POLR2K"
"MAP2K3","PPP2R5E"
"MAP2K3","PRKACA"
"MAP2K3","PRKCI"
"MAP2K3","PSD4"
"MAP2K3","PTK2B"
"MAP2K3","RAB5B"
"MAP2K3","STAT5A"
"MAP2K3","STK11"
"MAP2K3","STK36"
"MAP2K3","STRADA"
"MAP2K3","SYMPK"
"MAP2K3","TPM3"
"MAP2K3","UBA1"
"MAP2K3","UBE2Z"
"MAP2K3","WIPF2"
"MAP2K3","ZBTB17"
"MAP2K7","MAPK8"
"MAP2K7","MCM3"
"MAP2K7","MDN1"
"MAP2K7","NCSTN"
"MAP2K7","NFKB2"
"MAP2K7","NLGN2"
"MAP2K7","NOL6"
"MAP2K7","NOS1"
"MAP2K7","PFN1"
"MAP2K7","POLR2A"
"MAP2K7","PPP1R12C"
"MAP2K7","PPP2R1A"
"MAP2K7","PPP2R5D"
"MAP2K7","PPP5C"
"MAP2K7","PRKACA"
"MAP2K7","PSD4"
"MAP2K7","PTK2B"
"MAP2K7","RAB11B"
"MAP2K7","RAB5B"
"MAP2K7","RAB5C"
"MAP2K7","RAB8A"
"MAP2K7","RAF1"
"MAP2K7","RAP1B"
"MAP2K7","RAPGEF1"
"MAP2K7","RELB"
"MAP2K7","REXO1"
"MAP2K7","SH3GLB2"
"MAP2K7","SPG21"
"MAP2K7","SPI1"
"MAP2K7","STK4"
"MAP2K7","SYVN1"
"MAP2K7","TCOF1"
"MAP2K7","TLN1"
"MAP2K7","TUBA1A"
"MAP2K7","TUBB"
"MAP2K7","TYK2"
"MAP2K7","UBE2I"
"MAP2K7","VHL"
"MAP2K7","VPS26A"
"MAP2K7","YWHAH"
"MAP2K7","ZFYVE27"
"MAP3K11","MGRN1"
"MAP3K11","NCOR2"
"MAP3K11","PIP4K2B"
"MAP3K11","PIP5K1C"
"MAP3K11","PLEKHO2"
"MAP3K11","POLR2A"
"MAP3K11","POLR2K"
"MAP3K11","PPM1D"
"MAP3K11","PXN"
"MAP3K11","RELA"
"MAP3K11","RELT"
"MAP3K11","SH3GL1"
"MAP3K11","SPTAN1"
"MAP3K11","STK11"
"MAP3K11","TCIRG1"
"MAP3K11","TGFB1"
"MAP3K11","TYK2"
"MAP3K11","WAS"
"MAP3K11","WASF2"
"MAP3K11","WIPF2"
"MAP3K11","ZYX"
"MAP3K14","PIK3CD"
"MAP3K14","PRKCI"
"MAP3K14","PSD4"
"MAP3K14","RAC2"
"MAP3K2","MCM4"
"MAP3K2","POLD2"
"MAP3K3","RALGDS"
"MAP3K3","VAMP3"
"MAP3K5","TNFRSF1B"
"MAP3K5","XRN1"
"MAP3K8","VPS37A"
"MAP4K1","MAPK8IP3"
"MAP4K1","MCM3"
"MAP4K1","MCM5"
"MAP4K1","MTMR14"
"MAP4K1","NAT10"
"MAP4K1","NCK1"
"MAP4K1","NCKAP1L"
"MAP4K1","PARP1"
"MAP4K1","PFN1"
"MAP4K1","PIK3CD"
"MAP4K1","PLCG2"
"MAP4K1","POLR2A"
"MAP4K1","PPP2R1A"
"MAP4K1","PSD4"
"MAP4K1","PTK2B"
"MAP4K1","RHEB"
"MAP4K1","RPS6KA1"
"MAP4K1","SAE1"
"MAP4K1","SBDS"
"MAP4K1","SOCS5"
"MAP4K1","SPI1"
"MAP4K1","SPTAN1"
"MAP4K1","STAT6"
"MAP4K1","STK4"
"MAP4K1","STRADA"
"MAP4K1","SYVN1"
"MAP4K1","TUBB"
"MAP4K1","TYK2"
"MAP4K1","UBA1"
"MAP4K1","UBE2I"
"MAP4K1","UBE2Q2"
"MAP4K1","UBE2W"
"MAP4K1","VPS26A"
"MAP4K1","WAS"
"MAP4K1","ZBTB17"
"MAP4K2","PARP1"
"MAP4K3","SAE1"
"MAP4K3","SOCS5"
"MAPK1","YWHAB"
"MAPK12","MPHOSPH10"
"MAPK12","PFN1"
"MAPK12","PPP2R5E"
"MAPK12","SH3GLB2"
"MAPK7","WIPF2"
"MAPK8","MSN"
"MAPK8","NMD3"
"MAPK8","PFN1"
"MAPK8","POLR2K"
"MAPK8","PSD4"
"MAPK8","PTK2B"
"MAPK8","SPTAN1"
"MAPK8","UBA1"
"MAPK8","WIPF2"
"MAPK8IP3","MDM4"
"MAPK8IP3","MDN1"
"MAPK8IP3","MVK"
"MAPK8IP3","NCKAP1L"
"MAPK8IP3","NUMBL"
"MAPK8IP3","NXF1"
"MAPK8IP3","PGF"
"MAPK8IP3","PI4KA"
"MAPK8IP3","POLR2K"
"MAPK8IP3","PPM1D"
"MAPK8IP3","PPP1R12C"
"MAPK8IP3","PSD4"
"MAPK8IP3","PTK2B"
"MAPK8IP3","RAB5B"
"MAPK8IP3","REC8"
"MAPK8IP3","SH3GLB2"
"MAPK8IP3","STAT2"
"MAPK8IP3","STAT6"
"MAPK8IP3","STK36"
"MAPK8IP3","STRADA"
"MAPK8IP3","SYMPK"
"MAPK8IP3","SYVN1"
"MAPK8IP3","TJAP1"
"MAPK8IP3","TLR4"
"MAPK8IP3","TRAF5"
"MAPK8IP3","TYK2"
"MAPK8IP3","UBE2K"
"MAPK8IP3","UBE2W"
"MAPK8IP3","ZFYVE27"
"MAPKAPK2","POLR2A"
"MAPKAPK2","PRKACA"
"MAPKAPK2","PSD4"
"MAPKAPK2","RAPGEF1"
"MAPKAPK2","RPS6KA4"
"MAPKAPK2","SPI1"
"MAPKAPK2","UBA1"
"MARCO","PTGER2"
"MARCO","TLR2"
"MAX","MCL1"
"MAX","MGRN1"
"MAX","MSN"
"MAX","MYD88"
"MAX","NCOR2"
"MAX","PI4K2A"
"MAX","PIP4K2B"
"MAX","POLR2K"
"MAX","RAB7A"
"MAX","RNF7"
"MAX","SPTAN1"
"MAX","TCEB1"
"MAX","TGFB1"
"MAX","WAS"
"MAX","WIPF2"
"MCL1","MSN"
"MCL1","MTMR3"
"MCL1","NXT1"
"MCL1","PEX3"
"MCL1","PI4KB"
"MCL1","PIK3CD"
"MCL1","PIP5K1C"
"MCL1","PLD2"
"MCL1","POLR1D"
"MCL1","POLR2K"
"MCL1","PSTK"
"MCL1","RAB7A"
"MCL1","RAPGEF1"
"MCL1","RELA"
"MCL1","RPA3"
"MCL1","RPP30"
"MCL1","SPTAN1"
"MCL1","SSBP1"
"MCL1","TPM3"
"MCL1","TWISTNB"
"MCL1","UBE2Z"
"MCL1","WIPF2"
"MCM2","MCM3"
"MCM2","MCM4"
"MCM2","MCM5"
"MCM2","MCM6"
"MCM2","MCM7"
"MCM2","MLH1"
"MCM2","PKMYT1"
"MCM2","PLK1"
"MCM2","POLD1"
"MCM2","POLD2"
"MCM2","POLD3"
"MCM2","POLR2E"
"MCM2","POLR3E"
"MCM2","PRPF19"
"MCM2","RAD54L"
"MCM2","RUVBL1"
"MCM2","SAE1"
"MCM2","TUBB"
"MCM2","UBE2S"
"MCM3","MCM4"
"MCM3","MCM5"
"MCM3","MCM6"
"MCM3","MCM7"
"MCM3","MDN1"
"MCM3","MFNG"
"MCM3","MLST8"
"MCM3","NAT10"
"MCM3","NCK1"
"MCM3","PARP1"
"MCM3","PARP2"
"MCM3","PDE1A"
"MCM3","PDGFC"
"MCM3","PFN1"
"MCM3","PIK3R1"
"MCM3","PKMYT1"
"MCM3","PLA2G4A"
"MCM3","PLK1"
"MCM3","POLD1"
"MCM3","POLD2"
"MCM3","POLR2E"
"MCM3","PPP1CA"
"MCM3","PPP2R1A"
"MCM3","PPP2R1B"
"MCM3","PPP2R5D"
"MCM3","PPP5C"
"MCM3","RAPGEF1"
"MCM3","RPA2"
"MCM3","SAE1"
"MCM3","SARS2"
"MCM3","SDC2"
"MCM3","SH3GLB2"
"MCM3","STX12"
"MCM3","TCOF1"
"MCM3","TUBA1A"
"MCM3","TUBA1B"
"MCM3","TUBB"
"MCM3","TUBB3"
"MCM3","UBA1"
"MCM3","UBE2I"
"MCM3","UBE2Q2"
"MCM3","VHL"
"MCM3","XRCC3"
"MCM3","YWHAH"
"MCM4","MCM5"
"MCM4","MCM6"
"MCM4","MCM7"
"MCM4","MLST8"
"MCM4","NAT10"
"MCM4","PIK3R1"
"MCM4","PKMYT1"
"MCM4","PLK1"
"MCM4","POLD1"
"MCM4","POLD2"
"MCM4","POLR2E"
"MCM4","PPP2R1B"
"MCM4","PPP5C"
"MCM4","PRKDC"
"MCM4","RAD54L"
"MCM4","RRP7A"
"MCM4","RUVBL1"
"MCM4","SAE1"
"MCM4","SGOL1"
"MCM4","SLC25A17"
"MCM4","SLC25A5"
"MCM4","TNFSF13B"
"MCM4","TUBA3D"
"MCM4","TUBB3"
"MCM4","UBE2C"
"MCM4","UBE2S"
"MCM4","XRCC3"
"MCM5","MCM6"
"MCM5","MCM7"
"MCM5","NAT10"
"MCM5","NCK1"
"MCM5","PKMYT1"
"MCM5","PLCG2"
"MCM5","POLD1"
"MCM5","POLR2E"
"MCM5","PRPF19"
"MCM5","RAD54L"
"MCM5","RHEB"
"MCM5","SAE1"
"MCM5","SARS2"
"MCM5","SYK"
"MCM5","TMEM55A"
"MCM5","TUBB"
"MCM5","UBE2I"
"MCM6","MCM7"
"MCM6","PKMYT1"
"MCM6","PLK1"
"MCM6","RAD54L"
"MCM7","PARP2"
"MCM7","PKMYT1"
"MCM7","PLK1"
"MCM7","POLD1"
"MCM7","POLD2"
"MCM7","POLR2E"
"MCM7","PRPF19"
"MCM7","PTPN13"
"MCM7","RAD54L"
"MCM7","RBM28"
"MCM7","SAE1"
"MCM7","SHFM1"
"MCM7","SPG20"
"MCM7","STX12"
"MCM7","TUBB"
"MCM7","UBE2C"
"MCM7","UBE2I"
"MDM4","MDN1"
"MDM4","NUMBL"
"MDM4","NXF1"
"MDM4","PGF"
"MDM4","PSD4"
"MDM4","SYMPK"
"MDM4","TRAF5"
"MDM4","TYK2"
"MDN1","NAT10"
"MDN1","NOL6"
"MDN1","PPP2R1B"
"MDN1","PSD4"
"MDN1","PWP2"
"MDN1","RAF1"
"MDN1","RAP1B"
"MDN1","SEC61A2"
"MDN1","SH3GLB2"
"MDN1","SNX1"
"MDN1","SYMPK"
"MDN1","TLN1"
"MDN1","TLR4"
"MDN1","TYK2"
"MDN1","UBA1"
"MDN1","WNT6"
"MDN1","YWHAH"
"MDN1","ZFYVE27"
"MECOM","PDGFC"
"MECOM","PSENEN"
"MECOM","PTPRB"
"MECOM","TJP1"
"MECOM","TLN1"
"MFNG","NAT10"
"MFNG","POLD2"
"MFNG","PSD4"
"MFNG","RPS6KA1"
"MFNG","SYVN1"
"MFNG","UBE2I"
"MGRN1","MTMR3"
"MGRN1","MYH9"
"MGRN1","NCKAP1L"
"MGRN1","PIK3CD"
"MGRN1","POLR2A"
"MGRN1","POLR2K"
"MGRN1","PSD4"
"MGRN1","RAB23"
"MGRN1","RELT"
"MGRN1","SPG21"
"MGRN1","SPTAN1"
"MGRN1","STAT2"
"MGRN1","STK11"
"MGRN1","STK36"
"MGRN1","STK4"
"MGRN1","TAOK2"
"MGRN1","TCEB1"
"MGRN1","TPM3"
"MGRN1","UBA2"
"MGRN1","UBA3"
"MGRN1","UBE2Z"
"MGRN1","WAS"
"MGRN1","WIPF2"
"MGRN1","ZBTB17"
"MITF","RRAS"
"MITF","SPG20"
"MITF","TCF7L2"
"MITF","TNFSF13B"
"MITF","ZFYVE16"
"MKNK1","NMD3"
"MKNK1","NXF1"
"MKNK1","PIK3CD"
"MKNK1","PIP5K1C"
"MKNK1","PLD2"
"MKNK1","POLR1D"
"MKNK1","POLR2K"
"MKNK1","STAT2"
"MKNK1","TCIRG1"
"MKNK1","TNFRSF1A"
"MKNK1","TPM3"
"MKNK1","TWISTNB"
"MKNK1","TYK2"
"MKNK1","ZYX"
"MKNK2","NCOR2"
"MKNK2","RNF7"
"MLST8","PLK1"
"MLST8","POLD2"
"MLST8","POLR2E"
"MLST8","PPP2R1A"
"MLST8","SAE1"
"MLST8","SARS2"
"MLST8","UBE2I"
"MLST8","UBE2M"
"MMP2","MRC2"
"MMP2","NBL1"
"MMP2","PDGFRA"
"MMP2","PLAU"
"MMP2","RAB13"
"MMP2","SERPINF1"
"MMP2","SPHK1"
"MMP2","THBS2"
"MMP2","VCAN"
"MMP2","WNT2"
"MMP9","PLAU"
"MMP9","TNFRSF9"
"MPDZ","MYLK"
"MPDZ","NCKAP1"
"MPDZ","PTPRM"
"MPDZ","TJP1"
"MPHOSPH10","NCKAP1L"
"MPHOSPH10","NUMBL"
"MPHOSPH10","PAX8"
"MPHOSPH10","PFN1"
"MPHOSPH10","PPP2R5E"
"MPHOSPH10","PPP3R1"
"MPHOSPH10","PRKACA"
"MPHOSPH10","PRKCI"
"MPHOSPH10","PSENEN"
"MPHOSPH10","RAB5B"
"MPHOSPH10","RAB5C"
"MPHOSPH10","RALB"
"MPHOSPH10","RIOK2"
"MPHOSPH10","RPA2"
"MPHOSPH10","RXRB"
"MPHOSPH10","SEC61A2"
"MPHOSPH10","SH3GLB2"
"MPHOSPH10","SPG21"
"MPHOSPH10","SPI1"
"MPHOSPH10","STAT2"
"MPHOSPH10","STAT5A"
"MPHOSPH10","SYMPK"
"MPHOSPH10","TLN1"
"MPHOSPH10","UBE2D4"
"MPHOSPH10","UBE2K"
"MPHOSPH10","UBE2Z"
"MPHOSPH10","VHL"
"MPHOSPH10","VPS35"
"MPHOSPH10","WDR75"
"MPHOSPH10","WNT6"
"MPHOSPH10","YWHAQ"
"MPHOSPH10","ZFYVE27"
"MPV17L","MVK"
"MPV17L","PAX8"
"MPV17L","PPP2R5D"
"MPV17L","PPP2R5E"
"MPV17L","PRKACA"
"MPV17L","SEC61A2"
"MPV17L","SH3GLB2"
"MPV17L","SYMPK"
"MPV17L","TJAP1"
"MPV17L","TLN1"
"MPV17L","UBE2D4"
"MPV17L","UBE2K"
"MPV17L","VHL"
"MPV17L","WNT6"
"MPV17L","ZFYVE27"
"MRAS","NOTCH2"
"MRAS","PLEKHO2"
"MRAS","NECTIN2"
"MRAS","RAB13"
"MRAS","RALGDS"
"MRAS","SOD2"
"MRAS","STEAP3"
"MRAS","TNFRSF1A"
"MRAS","VAMP3"
"MRAS","VPS37C"
"MRC1","MSR1"
"MRC1","SIGLEC1"
"MRC2","NBL1"
"MRC2","SERPINF1"
"MRC2","SHC1"
"MRC2","THBS2"
"MSH2","MSH6"
"MSH2","PCNA"
"MSH2","RALGDS"
"MSH2","RPA3"
"MSH2","SELPLG"
"MSH3","STAT2"
"MSN","MTMR3"
"MSN","MYH9"
"MSN","NCOR2"
"MSN","NMD3"
"MSN","NXT1"
"MSN","PEX3"
"MSN","PI4KA"
"MSN","PIP4K2B"
"MSN","POLR1D"
"MSN","POLR2I"
"MSN","POLR2K"
"MSN","POP4"
"MSN","PSTK"
"MSN","PTK2B"
"MSN","PXN"
"MSN","RAB7A"
"MSN","RAPGEF1"
"MSN","RELA"
"MSN","RELT"
"MSN","RNF7"
"MSN","RPA3"
"MSN","SMAP2"
"MSN","SNX12"
"MSN","SPTAN1"
"MSN","SSH1"
"MSN","SSH2"
"MSN","TGFB1"
