"Node.A","Node.B"
"BIRC5","POLR3K"
"BIRC5","POP7"
"BIRC5","PXMP2"
"BIRC5","RAD51"
"BIRC5","RAD51C"
"BIRC5","RPA3"
"BIRC5","RPP30"
"BIRC5","RRM2"
"BIRC5","STMN1"
"BIRC5","TCEB1"
"BIRC5","TTK"
"BIRC5","TWISTNB"
"BIRC5","WDR43"
"BLNK","CARD11"
"BMP2","CAV2"
"BMP2","GNAI1"
"BMP2","GNG12"
"BMP2","JAG1"
"BMP2","SDC2"
"BMS1","CAPZA2"
"BMS1","CD58"
"BMS1","CHD8"
"BMS1","CHMP2B"
"BMS1","DDB1"
"BMS1","DKC1"
"BMS1","E2F1"
"BMS1","EGLN2"
"BMS1","EHD1"
"BMS1","EPS15L1"
"BMS1","ESPL1"
"BMS1","FARSA"
"BMS1","FBL"
"BMS1","HSP90AB1"
"BMS1","IL15"
"BMS1","LY96"
"BMS1","MCM3"
"BMS1","MCM5"
"BMS1","MCM7"
"BMS1","NAT10"
"BMS1","NCK1"
"BMS1","NOL6"
"BMS1","NOP58"
"BMS1","PRPF19"
"BMS1","PWP2"
"BMS1","RAP1B"
"BMS1","SAE1"
"BMS1","SARS2"
"BMS1","SRF"
"BMS1","STX12"
"BMS1","TBL3"
"BMS1","TCOF1"
"BMS1","TLR4"
"BMS1","TUBB"
"BMS1","UBA1"
"BMS1","UBE2I"
"BMS1","UBE2Q2"
"BOC","EPAS1"
"BOC","PARVA"
"BOC","PDGFRA"
"BRCA1","BUB1B"
"BRCA1","CCNA2"
"BRCA1","CCNE1"
"BRCA1","CDC25A"
"BRCA1","CDC25C"
"BRCA1","CDC6"
"BRCA1","CDC7"
"BRCA1","CDK4"
"BRCA1","CHEK1"
"BRCA1","CTSO"
"BRCA1","DKC1"
"BRCA1","E2F1"
"BRCA1","E2F2"
"BRCA1","ESPL1"
"BRCA1","FARSB"
"BRCA1","FBL"
"BRCA1","GTSE1"
"BRCA1","INPP4B"
"BRCA1","LPAR6"
"BRCA1","MCM2"
"BRCA1","MCM3"
"BRCA1","MCM4"
"BRCA1","MCM5"
"BRCA1","MCM6"
"BRCA1","MCM7"
"BRCA1","NOP58"
"BRCA1","PARP2"
"BRCA1","PKMYT1"
"BRCA1","PLK1"
"BRCA1","PPP2R1B"
"BRCA1","RAD54L"
"BRCA1","RBM28"
"BRCA1","SAE1"
"BRCA1","SGOL1"
"BRCA1","STX12"
"BRCA1","TRAF4"
"BUB1","CCNA2"
"BUB1","CCNB1"
"BUB1","CCNB2"
"BUB1","CDC20"
"BUB1","CHEK1"
"BUB1","CKS2"
"BUB1","DBF4"
"BUB1","HMMR"
"BUB1","MAD2L1"
"BUB1","PCNA"
"BUB1","PTTG1"
"BUB1","RAD51"
"BUB1","RRM2"
"BUB1","TTK"
"BUB1B","CCNA2"
"BUB1B","CCNB2"
"BUB1B","CDC20"
"BUB1B","CDC25A"
"BUB1B","CDC6"
"BUB1B","CHEK1"
"BUB1B","ESPL1"
"BUB1B","FARSB"
"BUB1B","MCM2"
"BUB1B","MCM4"
"BUB1B","MCM6"
"BUB1B","PARP2"
"BUB1B","PLK1"
"BUB1B","RAD51"
"BUB1B","RAD54L"
"BUB1B","UBE2S"
"BUB3","CCNB1"
"BUB3","MAD2L1"
"BUB3","PCNA"
"C1R","C3"
"C1R","CCND1"
"C1R","CD99"
"C1R","COL1A1"
"C1R","COL1A2"
"C1R","COL6A1"
"C1R","COL6A2"
"C1R","COL6A3"
"C1R","CSF1R"
"C1R","CTNND1"
"C1R","CTSK"
"C1R","CTTN"
"C1R","DAB2"
"C1R","DUSP1"
"C1R","EHD2"
"C1R","GNA11"
"C1R","GSN"
"C1R","HSPB1"
"C1R","HSPG2"
"C1R","IL13RA1"
"C1R","IL1R1"
"C1R","ITGAM"
"C1R","JAM3"
"C1R","LAMB2"
"C1R","LAMC1"
"C1R","LAMP1"
"C1R","LMNA"
"C1R","MMP2"
"C1R","MRAS"
"C1R","MRC2"
"C1R","MYL9"
"C1R","NARS2"
"C1R","NBL1"
"C1R","NHP2"
"C1R","NOTCH2"
"C1R","NOTCH3"
"C1R","OSMR"
"C1R","PDGFRB"
"C1R","PLAU"
"C1R","NECTIN2"
"C1R","RAB13"
"C1R","RALGDS"
"C1R","SELPLG"
"C1R","SERPINF1"
"C1R","SPHK1"
"C1R","TNFRSF1A"
"C1R","VAMP3"
"C1R","VCAN"
"C3","CACNA2D1"
"C3","CXCL14"
"C3","LPAR1"
"C3","OSMR"
"C3","SERPINF1"
"C3AR1","CCL5"
"C3AR1","CCL8"
"C3AR1","CCR1"
"C3AR1","CD14"
"C3AR1","CLEC7A"
"C3AR1","CTSB"
"C3AR1","CTSC"
"C3AR1","CTSS"
"C3AR1","CXCL10"
"C3AR1","CXCR6"
"C3AR1","CYBB"
"C3AR1","CYFIP1"
"C3AR1","F2R"
"C3AR1","FAR2"
"C3AR1","FCGR1A"
"C3AR1","FCGR2A"
"C3AR1","FCGR3A"
"C3AR1","FPR1"
"C3AR1","GNA15"
"C3AR1","GNB4"
"C3AR1","GZMA"
"C3AR1","IDH1"
"C3AR1","IFNAR1"
"C3AR1","LTBR"
"C3AR1","MARCO"
"C3AR1","MITF"
"C3AR1","MRC1"
"C3AR1","MSR1"
"C3AR1","P2RX7"
"C3AR1","P2RY6"
"C3AR1","PDCD1LG2"
"C3AR1","PLA2G4A"
"C3AR1","PSEN1"
"C3AR1","PTGER2"
"C3AR1","SLC8A1"
"C3AR1","SPG20"
"C3AR1","STX12"
"C3AR1","TLR2"
"C3AR1","TNFSF10"
"C3AR1","TNFSF13B"
"C3AR1","UBE2F"
"CACNA2D1","CAV2"
"CACNA2D1","CTBP2"
"CACNA2D1","EDNRA"
"CACNA2D1","ENAH"
"CACNA2D1","EPAS1"
"CACNA2D1","FHL1"
"CACNA2D1","FZD7"
"CACNA2D1","GAS1"
"CACNA2D1","GJA1"
"CACNA2D1","GNAI1"
"CACNA2D1","GNG12"
"CACNA2D1","GUCY1A3"
"CACNA2D1","ID4"
"CACNA2D1","IL1R1"
"CACNA2D1","ITGAV"
"CACNA2D1","ITGB1"
"CACNA2D1","JAG1"
"CACNA2D1","KITLG"
"CACNA2D1","LAMA4"
"CACNA2D1","LAMB1"
"CACNA2D1","LPAR1"
"CACNA2D1","MPDZ"
"CACNA2D1","MYLK"
"CACNA2D1","NCKAP1"
"CACNA2D1","PARVA"
"CACNA2D1","PDGFC"
"CACNA2D1","PDGFRA"
"CACNA2D1","PRKG1"
"CACNA2D1","PTPRB"
"CACNA2D1","PTPRM"
"CACNA2D1","SDC2"
"CACNA2D1","TJP1"
"CACNA2D1","VEGFC"
"CACNG6","CALR"
"CACNG6","CDC34"
"CACNG6","CHMP2B"
"CACNG6","E2F4"
"CACNG6","EPOR"
"CACNG6","FZR1"
"CACNG6","GIT1"
"CACNG6","GNG11"
"CACNG6","IKBKG"
"CACNG6","IP6K2"
"CACNG6","JMJD7-PLA2G4B"
"CACNG6","KLK3"
"CACNG6","MPV17L"
"CACNG6","MVK"
"CACNG6","NLGN2"
"CACNG6","NOS1"
"CACNG6","PAX8"
"CACNG6","PPP2R1A"
"CACNG6","PPP2R5D"
"CACNG6","PPP2R5E"
"CACNG6","PRKACA"
"CACNG6","SEC61A2"
"CACNG6","SH3GLB2"
"CACNG6","STK11"
"CACNG6","STRADA"
"CACNG6","SYMPK"
"CACNG6","UBE2D4"
"CACNG6","VHL"
"CACNG6","WNT6"
"CACNG6","ZFYVE27"
"CACYBP","CCNB1"
"CACYBP","CKS1B"
"CACYBP","CYCS"
"CACYBP","DBF4"
"CACYBP","DYNC1LI2"
"CACYBP","FBXO5"
"CACYBP","GSN"
"CACYBP","HERC1"
"CACYBP","HLA-B"
"CACYBP","HLA-F"
"CACYBP","HLA-G"
"CACYBP","IMPA1"
"CACYBP","IRF9"
"CACYBP","MAD2L1"
"CACYBP","MYH9"
"CACYBP","NXT1"
"CACYBP","PCNA"
"CACYBP","PIP5K1C"
"CACYBP","POLR1D"
"CACYBP","POLR2K"
"CACYBP","RIOK2"
"CACYBP","RPA3"
"CACYBP","RPP30"
"CACYBP","SSBP1"
"CACYBP","STAT2"
"CACYBP","STAT5A"
"CACYBP","TCEB1"
"CACYBP","UBA2"
"CACYBP","UBE2Z"
"CACYBP","UTP14A"
"CACYBP","UTP15"
"CACYBP","YWHAQ"
"CALCRL","CAV2"
"CALCRL","EDNRA"
"CALCRL","ENAH"
"CALCRL","FGF7"
"CALCRL","GJA1"
"CALCRL","GNAI1"
"CALCRL","GNG11"
"CALCRL","GNG12"
"CALCRL","GUCY1B3"
"CALCRL","ITGAV"
"CALCRL","JAG1"
"CALCRL","LAMB1"
"CALCRL","RAB23"
"CALCRL","SDC2"
"CALCRL","SNAI2"
"CALCRL","THBS1"
"CALCRL","TJP1"
"CALM1","DUSP6"
"CALM1","EDNRB"
"CALM1","EPAS1"
"CALM1","GNAI1"
"CALM1","GUCY1A3"
"CALM1","TUBA1A"
"CALM3","CALR"
"CALM3","CDC34"
"CALM3","CLTB"
"CALM3","EGLN2"
"CALM3","FZR1"
"CALM3","GBF1"
"CALM3","MAP2K7"
"CALM3","PFN1"
"CALM3","PPP2R1A"
"CALM3","PPP2R5E"
"CALM3","SAE1"
"CALM3","SH3GLB2"
"CALM3","SPI1"
"CALM3","TLN1"
"CALM3","YWHAH"
"CALR","CANX"
"CALR","CAPN1"
"CALR","CCDC53"
"CALR","CCNG1"
"CALR","CDC25B"
"CALR","CDC34"
"CALR","CHMP2B"
"CALR","CLTB"
"CALR","COL9A2"
"CALR","CUL7"
"CALR","E2F4"
"CALR","EPN1"
"CALR","EPOR"
"CALR","FARSA"
"CALR","FZR1"
"CALR","GBF1"
"CALR","HGS"
"CALR","IL7"
"CALR","IMPA1"
"CALR","LMO7"
"CALR","MAP2K3"
"CALR","MAP2K7"
"CALR","MAPKAPK2"
"CALR","MVK"
"CALR","MYL12A"
"CALR","NCSTN"
"CALR","PARVB"
"CALR","PAX8"
"CALR","PIM1"
"CALR","PIP5K1C"
"CALR","POLR2A"
"CALR","PPP1R12A"
"CALR","PPP2R5D"
"CALR","PPP2R5E"
"CALR","PRKACA"
"CALR","RAB11B"
"CALR","RAP1B"
"CALR","REXO1"
"CALR","SH3GLB2"
"CALR","SPG21"
"CALR","SPI1"
"CALR","SYVN1"
"CALR","TAOK2"
"CALR","TCOF1"
"CALR","TLN1"
"CALR","UBE2K"
"CALR","UBE2Z"
"CALR","YWHAQ"
"CALR","ZMAT3"
"CAMK2G","CHD8"
"CAMK2G","E2F4"
"CAMK2G","FOLR1"
"CAMK2G","HGS"
"CAMK2G","ITPR3"
"CAMK2G","NXF1"
"CAMK2G","RAB5B"
"CAMK2G","STAT6"
"CAMK2G","UBE2W"
"CANX","HGS"
"CANX","SPG21"
"CANX","TCEB1"
"CANX","UBA2"
"CANX","UBA3"
"CANX","VTA1"
"CAPN1","CHD8"
"CAPN1","COL9A2"
"CAPN1","CUL7"
"CAPN1","DVL3"
"CAPN1","E2F4"
"CAPN1","EGLN2"
"CAPN1","EHD1"
"CAPN1","FLNA"
"CAPN1","FZR1"
"CAPN1","GBF1"
"CAPN1","HGS"
"CAPN1","IKBKG"
"CAPN1","INPPL1"
"CAPN1","ITPR3"
"CAPN1","MAP2K2"
"CAPN1","MGRN1"
"CAPN1","MYH9"
"CAPN1","NCKAP1L"
"CAPN1","POLR2A"
"CAPN1","PPM1D"
"CAPN1","PPP2R1A"
"CAPN1","RAB5B"
"CAPN1","RELT"
"CAPN1","SH3GLB2"
"CAPN1","SPI1"
"CAPN1","SPTAN1"
"CAPN1","STAM2"
"CAPN1","STAT6"
"CAPN1","SYVN1"
"CAPN1","TUBB"
"CAPN1","TYK2"
"CAPN1","UBA1"
"CAPN1","UBA2"
"CAPN1","UBE2Q2"
"CAPN1","VTA1"
"CAPN1","WAS"
"CAPN1","WIPF2"
"CAPN1","ZFYVE27"
"CAPN1","ZYX"
"CAPN2","CAV1"
"CAPN2","DAB2"
"CAPN2","EPAS1"
"CAPN2","OSMR"
"CAPN2","PECAM1"
"CAPN2","RAB31"
"CAPN2","RXRA"
"CAPN2","TNFSF10"
"CAPN2","VAMP3"
"CAPZA2","CD58"
"CAPZA2","CHD8"
"CAPZA2","CHMP2B"
"CAPZA2","CHMP5"
"CAPZA2","CRK"
"CAPZA2","CSNK1D"
"CAPZA2","CTBP1"
"CAPZA2","DGKA"
"CAPZA2","DYNC1H1"
"CAPZA2","GIT2"
"CAPZA2","GORAB"
"CAPZA2","HCLS1"
"CAPZA2","HGS"
"CAPZA2","IL18"
"CAPZA2","IMPA1"
"CAPZA2","INPP5D"
"CAPZA2","LY96"
"CAPZA2","MAP2K2"
"CAPZA2","MAP3K11"
"CAPZA2","MDN1"
"CAPZA2","MTMR6"
"CAPZA2","NOP58"
"CAPZA2","PEX3"
"CAPZA2","PI4KA"
"CAPZA2","PIK3CD"
"CAPZA2","PIP4K2B"
"CAPZA2","POLR2K"
"CAPZA2","PPIL2"
"CAPZA2","PPM1D"
"CAPZA2","RAP1B"
"CAPZA2","RCHY1"
"CAPZA2","RHEB"
"CAPZA2","RUFY1"
"CAPZA2","SBDS"
"CAPZA2","SKP1"
"CAPZA2","SPTAN1"
"CAPZA2","SRF"
"CAPZA2","STAM2"
"CAPZA2","STK11"
"CAPZA2","STK36"
"CAPZA2","STK4"
"CAPZA2","STRADA"
"CAPZA2","SYMPK"
"CAPZA2","TAOK2"
"CAPZA2","TCEB1"
"CAPZA2","TCOF1"
"CAPZA2","TLR4"
"CAPZA2","TMEM55A"
"CAPZA2","TYK2"
"CAPZA2","UBA3"
"CAPZA2","UBE2B"
"CAPZA2","UBE2D3"
"CAPZA2","UBE2Q2"
"CAPZA2","UBE2W"
"CAPZA2","VPS29"
"CAPZA2","VPS37A"
"CAPZA2","ZBTB17"
"CAPZB","CD4"
"CAPZB","DGKZ"
"CAPZB","FLNA"
"CAPZB","GSN"
"CAPZB","HACL1"
"CAPZB","JAK3"
"CAPZB","JUND"
"CAPZB","MAP2K2"
"CAPZB","MAP3K11"
"CAPZB","MCL1"
"CAPZB","MSN"
"CAPZB","MYH9"
"CAPZB","NCOR2"
"CAPZB","NHP2"
"CAPZB","NXT1"
"CAPZB","PIK3CD"
"CAPZB","PLEKHO2"
"CAPZB","POLR1D"
"CAPZB","PSTK"
"CAPZB","RAB8A"
"CAPZB","RPA3"
"CAPZB","SPTAN1"
"CAPZB","TGFB1"
"CAPZB","WIPF2"
"CAPZB","YWHAZ"
"CAPZB","ZYX"
"CARD11","GUCY1B3"
"CARD11","INPP5D"
"CARS2","FOLR1"
"CARS2","PPP2R5E"
"CARS2","SH3GLB2"
"CARS2","SYMPK"
"CARS2","ZFYVE27"
"CASP2","CHMP5"
"CASP2","CSNK1D"
"CASP2","GIT2"
"CASP2","LY96"
"CASP2","MKNK2"
"CASP2","SNX6"
"CASP2","SP1"
"CASP2","SPTAN1"
"CASP2","TUBB"
"CASP2","UBE2W"
"CASP6","CHD8"
"CASP6","CHMP2B"
"CASP6","CSNK1D"
"CASP6","DVL3"
"CASP6","GIT2"
"CASP6","HGS"
"CASP6","ITPR3"
"CASP6","NCOR2"
"CASP6","NXF1"
"CASP6","PI4KA"
"CASP6","PTK2B"
"CASP6","RCHY1"
"CASP6","SPTAN1"
"CASP6","SYVN1"
"CASP6","TCEB1"
"CASP6","UBE2Q2"
"CASP6","UBE2W"
"CASP8","DARS"
"CASP8","EPOR"
"CASP8","EPRS"
"CASP8","FOLR1"
"CASP8","HLA-F"
"CASP8","HLA-G"
"CASP8","IL11RA"
"CASP8","IRF9"
"CASP8","ITGAL"
"CASP8","JMJD7-PLA2G4B"
"CASP8","LMO7"
"CASP8","PRKCI"
"CASP8","RALB"
"CASP8","SEC22B"
"CASP8","TLN1"
"CAV1","CAV2"
"CAV1","EDNRA"
"CAV1","EPAS1"
"CAV1","GNG12"
"CAV1","JAG1"
"CAV1","KDR"
"CAV1","LAMB1"
"CAV1","PDGFRA"
"CAV1","PECAM1"
"CAV1","PTPRB"
"CAV1","TJP1"
"CAV1","YES1"
"CAV2","CFL2"
"CAV2","CRK"
"CAV2","CTBP2"
"CAV2","CTNNB1"
"CAV2","DAXX"
"CAV2","EDNRA"
"CAV2","EIF6"
"CAV2","ENAH"
"CAV2","EPAS1"
"CAV2","F2R"
"CAV2","FARSA"
"CAV2","FGF7"
"CAV2","FHL1"
"CAV2","FZD1"
"CAV2","GJA1"
"CAV2","GNAI1"
"CAV2","GNG11"
"CAV2","GNG12"
"CAV2","GUCY1A3"
"CAV2","GUCY1B3"
"CAV2","HCLS1"
"CAV2","HES1"
"CAV2","ID4"
"CAV2","INPP5D"
"CAV2","ITGA6"
"CAV2","ITGAV"
"CAV2","JAG1"
"CAV2","KITLG"
"CAV2","LAMB1"
"CAV2","LEPR"
"CAV2","LPAR6"
"CAV2","LTBR"
"CAV2","MAP4K1"
"CAV2","MCM3"
"CAV2","MECOM"
"CAV2","NAT10"
"CAV2","NCKAP1"
"CAV2","NCKAP1L"
"CAV2","PARP1"
"CAV2","PARVA"
"CAV2","PDE1A"
"CAV2","PDGFC"
"CAV2","PDGFRA"
"CAV2","PECAM1"
"CAV2","PLN"
"CAV2","POLD2"
"CAV2","PRKG1"
"CAV2","PSD3"
"CAV2","PSD4"
"CAV2","PTPRB"
"CAV2","PWP2"
"CAV2","RAB23"
"CAV2","SBDS"
"CAV2","SDC2"
"CAV2","SNAI2"
"CAV2","SOCS2"
"CAV2","SOCS5"
"CAV2","SOCS6"
"CAV2","SPG20"
"CAV2","STK4"
"CAV2","STRADA"
"CAV2","STX12"
"CAV2","SYVN1"
"CAV2","THBS1"
"CAV2","TJP1"
"CAV2","TUBA1A"
"CAV2","UBE2I"
"CAV2","VHL"
"CAV2","YES1"
"CBL","CYTH1"
"CBL","DIAPH1"
"CBL","HCLS1"
"CBL","INPP5D"
"CBL","MSN"
"CBL","RAPGEF1"
"CBL","SPTAN1"
"CBL","UBA1"
"CBL","WIPF2"
"CBL","YWHAG"
"CCDC53","CDC25B"
"CCDC53","CHD8"
"CCDC53","CHMP2B"
"CCDC53","EGLN2"
"CCDC53","EPOR"
"CCDC53","FLNA"
"CCDC53","FOLR1"
"CCDC53","HGS"
"CCDC53","HSP90AB1"
"CCDC53","MAP2K3"
"CCDC53","MAP2K7"
"CCDC53","MCL1"
"CCDC53","NAT10"
"CCDC53","PFN1"
"CCDC53","PI4KB"
"CCDC53","PIK3CD"
"CCDC53","PIM1"
"CCDC53","POLR2K"
"CCDC53","PRKACA"
"CCDC53","RAP1B"
"CCDC53","RAPGEF1"
"CCDC53","STK11"
"CCDC53","SYMPK"
"CCDC53","TAOK2"
"CCDC53","TCOF1"
"CCDC53","TUBB"
"CCDC53","TYK2"
"CCDC53","UBA1"
"CCDC53","UBE2Z"
"CCDC53","VPS29"
"CCL14","CLDN5"
"CCL18","CD14"
"CCL18","FCGR2A"
"CCL18","MARCO"
"CCL19","CCL21"
"CCL19","GABBR1"
"CCL19","GP1BA"
"CCL19","VCAM1"
"CCL2","CCL8"
"CCL2","TNFSF10"
"CCL20","CXCL5"
"CCL21","LIFR"
"CCL21","NPY1R"
"CCL21","TCF7"
"CCL3","CCL4"
"CCL3","CCL8"
"CCL3","FCGR1A"
"CCL4","CCR5"
"CCL4","CD2"
"CCL4","CD8B"
"CCL4","CTSS"
"CCL4","CXCL16"
"CCL4","CXCL9"
"CCL4","CXCR6"
"CCL4","FASLG"
"CCL4","FCGR1A"
"CCL4","GZMA"
"CCL4","IFNG"
"CCL4","PRF1"
"CCL4","STAT1"
"CCL4","TLR2"
"CCL4","WARS"
"CCL5","CCR5"
"CCL5","CD2"
"CCL5","CD8A"
"CCL5","CLEC7A"
"CCL5","CSF1"
"CCL5","CTSW"
"CCL5","CXCR6"
"CCL5","DUSP4"
"CCL5","FASLG"
"CCL5","GABBR1"
"CCL5","GZMA"
"CCL5","HLA-E"
"CCL5","IFNG"
"CCL5","INPP4B"
"CCL5","MITF"
"CCL5","PRF1"
"CCL5","PRKCH"
"CCL5","RRAS"
"CCL5","STAT1"
"CCL5","TNFSF10"
"CCL5","TNFSF13B"
"CCL5","VAMP3"
"CCL8","CCR1"
"CCL8","CD14"
"CCL8","CXCL10"
"CCL8","CXCL11"
"CCL8","FCGR1A"
"CCL8","FCGR2A"
"CCL8","FCGR3A"
"CCL8","FCGR3B"
"CCL8","GZMB"
"CCL8","IDH1"
"CCL8","MSR1"
"CCL8","P2RY6"
"CCL8","PTGER2"
"CCL8","SNX6"
"CCL8","TLR2"
"CCL8","TNFSF10"
"CCNA2","CCNB2"
"CCNA2","CDC20"
"CCNA2","CDC25C"
"CCNA2","CDC6"
"CCNA2","CHEK1"
"CCNA2","GTSE1"
"CCNA2","HMMR"
"CCNA2","MAD2L1"
"CCNA2","MCM4"
"CCNA2","MCM6"
"CCNA2","PLK1"
"CCNA2","PTTG1"
"CCNA2","RAD51"
"CCNA2","RAD54L"
"CCNA2","RAN"
"CCNA2","RRM2"
"CCNB1","CCNB2"
"CCNB1","CDC20"
"CCNB1","CDC25C"
"CCNB1","CHEK1"
"CCNB1","UTP4"
"CCNB1","CKS1B"
"CCNB1","CKS2"
"CCNB1","DBF4"
"CCNB1","DIAPH3"
"CCNB1","EIF2S1"
"CCNB1","FBXO5"
"CCNB1","HMMR"
"CCNB1","MAD2L1"
"CCNB1","MSH2"
"CCNB1","NHP2"
"CCNB1","PCNA"
"CCNB1","POLR2D"
"CCNB1","PTTG1"
"CCNB1","RAD51"
"CCNB1","RAD51C"
"CCNB1","RAN"
"CCNB1","RPA3"
"CCNB1","RPP30"
"CCNB1","RRM2"
"CCNB1","SLC25A4"
"CCNB1","SSBP1"
"CCNB1","STMN1"
"CCNB1","TCEB1"
"CCNB1","TTK"
"CCNB1","UTP15"
"CCNB2","CDC20"
"CCNB2","CDC25C"
"CCNB2","CDC6"
"CCNB2","CHEK1"
"CCNB2","HMMR"
"CCNB2","PLK1"
"CCNB2","PTTG1"
"CCNB2","RAD51"
"CCNB2","RAD54L"
"CCNB2","RAN"
"CCNB2","RRM2"
"CCNB2","STMN1"
"CCNB2","UBE2S"
"CCND1","CSF1"
"CCND1","LAMP1"
"CCND1","MRAS"
"CCND1","NARS2"
"CCND1","NECTIN2"
"CCND1","TNFRSF1A"
"CCND1","VAMP3"
"CCNE1","CDC25A"
"CCNE1","CDC6"
"CCNE1","E2F1"
"CCNE1","PKMYT1"
"CCNE1","RAD54L"
"CCNE1","UBE2S"
"CCNE2","DBF4"
"CCNE2","FBXO5"
"CCNE2","HMMR"
"CCNE2","MSH2"
"CCNE2","PCNA"
"CCNE2","POLR2K"
"CCNE2","RAD54B"
"CCNE2","RPA3"
"CCNE2","STMN1"
"CCNG1","DARS"
"CCNG1","EPOR"
"CCNG1","FLNA"
"CCNG1","FOLR1"
"CCNG1","IRF9"
"CCNG1","PPM1D"
"CCNG1","RALB"
"CCNG1","SYMPK"
"CCNG1","UBE2Z"
"CCNG1","ZMAT3"
"CCNH","MCL1"
"CCNH","NHP2"
"CCR1","CD14"
"CCR1","CTSB"
"CCR1","CTSC"
"CCR1","CTSS"
"CCR1","CYBB"
"CCR1","CYFIP1"
"CCR1","DAB2"
"CCR1","EPB41L3"
"CCR1","FCGR1A"
"CCR1","FCGR2A"
"CCR1","FPR1"
"CCR1","IDH1"
"CCR1","IFNAR1"
"CCR1","LTBR"
"CCR1","MARCO"
"CCR1","MITF"
"CCR1","PTGER2"
"CCR1","RAB31"
"CCR1","RAPGEF2"
"CCR1","RDX"
"CCR1","SLC8A1"
"CCR1","SOD2"
"CCR1","STX12"
"CCR1","TLR2"
"CCR1","TNFSF10"
"CCR1","TNFSF13B"
"CCR1","VAMP3"
"CCR10","CNTNAP1"
"CCR2","CD2"
"CCR2","CXCR6"
"CCR2","GZMA"
"CCR2","TNFSF10"
"CCR5","CD14"
"CCR5","CD2"
"CCR5","CD6"
"CCR5","CD8A"
"CCR5","CLEC7A"
"CCR5","CRAT"
"CCR5","CTSB"
"CCR5","CTSS"
"CCR5","CTSW"
"CCR5","CXCL9"
"CCR5","CXCR3"
"CCR5","CXCR6"
"CCR5","DAPK1"
"CCR5","FASLG"
"CCR5","FCGR1A"
"CCR5","GABBR1"
"CCR5","GZMA"
"CCR5","HLA-E"
"CCR5","IFNG"
"CCR5","IL12RB1"
"CCR5","IL17RA"
"CCR5","ITGB2"
"CCR5","LAT"
"CCR5","P2RY13"
"CCR5","PPP2R2B"
"CCR5","PRF1"
"CCR5","PRKCH"
"CCR5","PRKCQ"
"CCR5","SELPLG"
"CCR5","SLC8A1"
"CCR5","STAT1"
"CCR5","TAP1"
"CCR5","TLR2"
"CCR5","TNFSF13B"
"CCR5","VAMP3"
"CCR5","WARS"
"CD14","CLEC7A"
"CD14","CRAT"
"CD14","CSF1"
"CD14","CSF3R"
"CD14","CTSB"
"CD14","CTSC"
"CD14","CTSS"
"CD14","CXCL16"
"CD14","CXCR6"
"CD14","CYFIP1"
"CD14","DAB2"
"CD14","DAPK1"
"CD14","DUSP3"
"CD14","EPB41L3"
"CD14","FCGR1A"
"CD14","FCGR2A"
"CD14","FCGR3A"
"CD14","FZD2"
"CD14","GNA15"
"CD14","MARCO"
"CD14","P2RY6"
"CD14","PRF1"
"CD14","PTGER2"
"CD14","RAB31"
"CD14","RAPGEF2"
"CD14","SIGLEC1"
"CD14","SLC8A1"
"CD14","SOD2"
"CD14","STAT1"
"CD14","TLR2"
"CD14","TNFSF10"
"CD14","TNFSF13B"
"CD14","VAMP3"
"CD14","WARS"
"CD2","CD28"
"CD2","CD6"
"CD2","CD8A"
"CD2","CD8B"
"CD2","CLEC7A"
"CD2","CTLA4"
"CD2","CTSC"
"CD2","CTSS"
"CD2","CTSW"
"CD2","CXCL9"
"CD2","CXCR3"
"CD2","CXCR6"
"CD2","DUSP16"
"CD2","FASLG"
"CD2","FLT3LG"
"CD2","FYN"
"CD2","GABBR1"
"CD2","GZMA"
"CD2","HLA-E"
"CD2","ICOS"
"CD2","IFNG"
"CD2","IL12RB1"
"CD2","IL2RB"
"CD2","INPP4B"
"CD2","LAT"
"CD2","P2RY13"
"CD2","PPP2R2B"
"CD2","PRF1"
"CD2","PRKCH"
"CD2","PRKCQ"
"CD2","SELPLG"
"CD2","STAT1"
"CD2","STAT4"
"CD2","TIAM1"
"CD2","TIGIT"
"CD2","TNFRSF4"
"CD2","TNFSF10"
"CD2","TNFSF13B"
"CD2","VCAM1"
"CD2","ZAP70"
"CD22","PARP1"
"CD27","LCK"
"CD274","CSF2RB"
"CD274","DTX3L"
"CD274","EPB41L3"
"CD274","ICAM1"
"CD274","IL15RA"
"CD274","IL17RA"
"CD274","SOD2"
"CD274","WARS"
"CD276","COL4A1"
"CD276","COL6A3"
"CD276","ITGA5"
"CD28","CD6"
"CD28","CTLA4"
"CD28","CXCR6"
"CD28","DUSP16"
"CD28","FASLG"
"CD28","FLT3LG"
"CD28","FYN"
"CD28","GZMA"
"CD28","HLA-E"
"CD28","ICOS"
"CD28","IL2RB"
"CD28","IL6R"
"CD28","IL6ST"
"CD28","INPP4A"
"CD28","INPP4B"
"CD28","ITGA4"
"CD28","LAT"
"CD28","LDLRAP1"
"CD28","LPAR6"
"CD28","PPP2R2B"
"CD28","PRKCH"
"CD28","PRKCQ"
"CD28","STAT4"
"CD28","TCF7"
"CD28","TIAM1"
"CD28","TIGIT"
"CD34","CHD8"
"CD34","E2F4"
"CD34","FLNA"
"CD34","FOLR1"
"CD34","IMPA1"
"CD34","MAP2K2"
"CD34","MSN"
"CD34","MYH9"
"CD34","PFN1"
"CD34","PLD2"
"CD34","POLR2K"
"CD34","POP4"
"CD34","PRKACA"
